1	1	1	2015-06-01 3:00:00
2	1	1	2015-06-01 5:00:00
3	1	1	2015-06-08 3:00:00
4	1	1	2015-06-08 5:00:00
5	1	1	2015-06-15 3:00:00
6	1	1	2015-06-15 5:00:00
7	1	1	2015-06-22 3:00:00
8	1	1	2015-06-22 5:00:00
9	1	1	2015-06-29 3:00:00
10	1	1	2015-06-29 5:00:00
11	1	1	2015-07-06 3:00:00
12	1	1	2015-07-06 5:00:00
13	1	1	2015-07-13 3:00:00
14	1	1	2015-07-13 5:00:00
15	1	1	2015-07-20 3:00:00
16	1	1	2015-07-20 5:00:00
17	1	1	2015-07-27 3:00:00
18	1	1	2015-07-27 5:00:00
19	1	1	2015-08-03 3:00:00
20	1	1	2015-08-03 5:00:00
21	1	1	2015-08-10 3:00:00
22	1	1	2015-08-10 5:00:00
23	1	1	2015-08-17 3:00:00
24	1	1	2015-08-17 5:00:00
25	1	1	2015-08-24 3:00:00
26	1	1	2015-08-24 5:00:00
27	1	1	2015-08-31 3:00:00
28	1	1	2015-08-31 5:00:00
29	1	1	2015-09-07 3:00:00
30	1	1	2015-09-07 5:00:00
31	1	1	2015-09-14 3:00:00
32	1	1	2015-09-14 5:00:00
33	1	1	2015-09-21 3:00:00
34	1	1	2015-09-21 5:00:00
35	1	1	2015-09-28 3:00:00
36	1	1	2015-09-28 5:00:00
37	1	1	2015-10-05 3:00:00
38	1	1	2015-10-05 5:00:00
39	2	1	2015-06-24 4:00:00
40	2	1	2015-06-24 6:00:00
41	2	1	2015-07-01 4:00:00
42	2	1	2015-07-01 6:00:00
43	2	1	2015-07-08 4:00:00
44	2	1	2015-07-08 6:00:00
45	2	1	2015-07-15 4:00:00
46	2	1	2015-07-15 6:00:00
47	2	1	2015-07-22 4:00:00
48	2	1	2015-07-22 6:00:00
49	2	1	2015-07-29 4:00:00
50	2	1	2015-07-29 6:00:00
51	2	1	2015-08-05 4:00:00
52	2	1	2015-08-05 6:00:00
53	2	1	2015-08-12 4:00:00
54	2	1	2015-08-12 6:00:00
55	2	1	2015-08-19 4:00:00
56	2	1	2015-08-19 6:00:00
57	2	1	2015-08-26 4:00:00
58	2	1	2015-08-26 6:00:00
59	2	1	2015-09-02 4:00:00
60	2	1	2015-09-02 6:00:00
61	2	1	2015-09-09 4:00:00
62	2	1	2015-09-09 6:00:00
63	2	1	2015-09-16 4:00:00
64	2	1	2015-09-16 6:00:00
65	2	1	2015-09-23 4:00:00
66	2	1	2015-09-23 6:00:00
67	2	1	2015-09-30 4:00:00
68	2	1	2015-09-30 6:00:00
69	2	1	2015-10-07 4:00:00
70	2	1	2015-10-07 6:00:00
71	2	1	2015-10-14 4:00:00
72	2	1	2015-10-14 6:00:00
73	2	1	2015-10-21 4:00:00
74	2	1	2015-10-21 6:00:00
75	2	1	2015-10-28 4:00:00
76	2	1	2015-10-28 6:00:00
77	3	1	2015-06-18 5:00:00
78	3	1	2015-06-18 7:00:00
79	3	1	2015-06-25 5:00:00
80	3	1	2015-06-25 7:00:00
81	3	1	2015-07-02 5:00:00
82	3	1	2015-07-02 7:00:00
83	3	1	2015-07-09 5:00:00
84	3	1	2015-07-09 7:00:00
85	3	1	2015-07-16 5:00:00
86	3	1	2015-07-16 7:00:00
87	3	1	2015-07-23 5:00:00
88	3	1	2015-07-23 7:00:00
89	3	1	2015-07-30 5:00:00
90	3	1	2015-07-30 7:00:00
91	3	1	2015-08-06 5:00:00
92	3	1	2015-08-06 7:00:00
93	3	1	2015-08-13 5:00:00
94	3	1	2015-08-13 7:00:00
95	3	1	2015-08-20 5:00:00
96	3	1	2015-08-20 7:00:00
97	3	1	2015-08-27 5:00:00
98	3	1	2015-08-27 7:00:00
99	3	1	2015-09-03 5:00:00
100	3	1	2015-09-03 7:00:00
101	3	1	2015-09-10 5:00:00
102	3	1	2015-09-10 7:00:00
103	3	1	2015-09-17 5:00:00
104	3	1	2015-09-17 7:00:00
105	3	1	2015-09-24 5:00:00
106	3	1	2015-09-24 7:00:00
107	3	1	2015-10-01 5:00:00
108	3	1	2015-10-01 7:00:00
109	3	1	2015-10-08 5:00:00
110	3	1	2015-10-08 7:00:00
111	3	1	2015-10-15 5:00:00
112	3	1	2015-10-15 7:00:00
113	3	1	2015-10-22 5:00:00
114	3	1	2015-10-22 7:00:00
115	4	1	2015-06-18 6:00:00
116	4	1	2015-06-18 8:00:00
117	4	1	2015-06-25 6:00:00
118	4	1	2015-06-25 8:00:00
119	4	1	2015-07-02 6:00:00
120	4	1	2015-07-02 8:00:00
121	4	1	2015-07-09 6:00:00
122	4	1	2015-07-09 8:00:00
123	4	1	2015-07-16 6:00:00
124	4	1	2015-07-16 8:00:00
125	4	1	2015-07-23 6:00:00
126	4	1	2015-07-23 8:00:00
127	4	1	2015-07-30 6:00:00
128	4	1	2015-07-30 8:00:00
129	4	1	2015-08-06 6:00:00
130	4	1	2015-08-06 8:00:00
131	4	1	2015-08-13 6:00:00
132	4	1	2015-08-13 8:00:00
133	4	1	2015-08-20 6:00:00
134	4	1	2015-08-20 8:00:00
135	4	1	2015-08-27 6:00:00
136	4	1	2015-08-27 8:00:00
137	4	1	2015-09-03 6:00:00
138	4	1	2015-09-03 8:00:00
139	4	1	2015-09-10 6:00:00
140	4	1	2015-09-10 8:00:00
141	4	1	2015-09-17 6:00:00
142	4	1	2015-09-17 8:00:00
143	4	1	2015-09-24 6:00:00
144	4	1	2015-09-24 8:00:00
145	4	1	2015-10-01 6:00:00
146	4	1	2015-10-01 8:00:00
147	4	1	2015-10-08 6:00:00
148	4	1	2015-10-08 8:00:00
149	4	1	2015-10-15 6:00:00
150	4	1	2015-10-15 8:00:00
151	4	1	2015-10-22 6:00:00
152	4	1	2015-10-22 8:00:00
153	5	1	2015-06-18 7:00:00
154	5	1	2015-06-18 9:00:00
155	5	1	2015-06-25 7:00:00
156	5	1	2015-06-25 9:00:00
157	5	1	2015-07-02 7:00:00
158	5	1	2015-07-02 9:00:00
159	5	1	2015-07-09 7:00:00
160	5	1	2015-07-09 9:00:00
161	5	1	2015-07-16 7:00:00
162	5	1	2015-07-16 9:00:00
163	5	1	2015-07-23 7:00:00
164	5	1	2015-07-23 9:00:00
165	5	1	2015-07-30 7:00:00
166	5	1	2015-07-30 9:00:00
167	5	1	2015-08-06 7:00:00
168	5	1	2015-08-06 9:00:00
169	5	1	2015-08-13 7:00:00
170	5	1	2015-08-13 9:00:00
171	5	1	2015-08-20 7:00:00
172	5	1	2015-08-20 9:00:00
173	5	1	2015-08-27 7:00:00
174	5	1	2015-08-27 9:00:00
175	5	1	2015-09-03 7:00:00
176	5	1	2015-09-03 9:00:00
177	5	1	2015-09-10 7:00:00
178	5	1	2015-09-10 9:00:00
179	5	1	2015-09-17 7:00:00
180	5	1	2015-09-17 9:00:00
181	5	1	2015-09-24 7:00:00
182	5	1	2015-09-24 9:00:00
183	5	1	2015-10-01 7:00:00
184	5	1	2015-10-01 9:00:00
185	5	1	2015-10-08 7:00:00
186	5	1	2015-10-08 9:00:00
187	5	1	2015-10-15 7:00:00
188	5	1	2015-10-15 9:00:00
189	5	1	2015-10-22 7:00:00
190	5	1	2015-10-22 9:00:00
191	6	1	2015-06-18 8:00:00
192	6	1	2015-06-18 10:00:00
193	6	1	2015-06-25 8:00:00
194	6	1	2015-06-25 10:00:00
195	6	1	2015-07-02 8:00:00
196	6	1	2015-07-02 10:00:00
197	6	1	2015-07-09 8:00:00
198	6	1	2015-07-09 10:00:00
199	6	1	2015-07-16 8:00:00
200	6	1	2015-07-16 10:00:00
201	6	1	2015-07-23 8:00:00
202	6	1	2015-07-23 10:00:00
203	6	1	2015-07-30 8:00:00
204	6	1	2015-07-30 10:00:00
205	6	1	2015-08-06 8:00:00
206	6	1	2015-08-06 10:00:00
207	6	1	2015-08-13 8:00:00
208	6	1	2015-08-13 10:00:00
209	6	1	2015-08-20 8:00:00
210	6	1	2015-08-20 10:00:00
211	6	1	2015-08-27 8:00:00
212	6	1	2015-08-27 10:00:00
213	6	1	2015-09-03 8:00:00
214	6	1	2015-09-03 10:00:00
215	6	1	2015-09-10 8:00:00
216	6	1	2015-09-10 10:00:00
217	6	1	2015-09-17 8:00:00
218	6	1	2015-09-17 10:00:00
219	6	1	2015-09-24 8:00:00
220	6	1	2015-09-24 10:00:00
221	6	1	2015-10-01 8:00:00
222	6	1	2015-10-01 10:00:00
223	6	1	2015-10-08 8:00:00
224	6	1	2015-10-08 10:00:00
225	6	1	2015-10-15 8:00:00
226	6	1	2015-10-15 10:00:00
227	6	1	2015-10-22 8:00:00
228	6	1	2015-10-22 10:00:00
229	7	1	2015-06-18 9:00:00
230	7	1	2015-06-18 11:00:00
231	7	1	2015-06-25 9:00:00
232	7	1	2015-06-25 11:00:00
233	7	1	2015-07-02 9:00:00
234	7	1	2015-07-02 11:00:00
235	7	1	2015-07-09 9:00:00
236	7	1	2015-07-09 11:00:00
237	7	1	2015-07-16 9:00:00
238	7	1	2015-07-16 11:00:00
239	7	1	2015-07-23 9:00:00
240	7	1	2015-07-23 11:00:00
241	7	1	2015-07-30 9:00:00
242	7	1	2015-07-30 11:00:00
243	7	1	2015-08-06 9:00:00
244	7	1	2015-08-06 11:00:00
245	7	1	2015-08-13 9:00:00
246	7	1	2015-08-13 11:00:00
247	7	1	2015-08-20 9:00:00
248	7	1	2015-08-20 11:00:00
249	7	1	2015-08-27 9:00:00
250	7	1	2015-08-27 11:00:00
251	7	1	2015-09-03 9:00:00
252	7	1	2015-09-03 11:00:00
253	7	1	2015-09-10 9:00:00
254	7	1	2015-09-10 11:00:00
255	7	1	2015-09-17 9:00:00
256	7	1	2015-09-17 11:00:00
257	7	1	2015-09-24 9:00:00
258	7	1	2015-09-24 11:00:00
259	7	1	2015-10-01 9:00:00
260	7	1	2015-10-01 11:00:00
261	7	1	2015-10-08 9:00:00
262	7	1	2015-10-08 11:00:00
263	7	1	2015-10-15 9:00:00
264	7	1	2015-10-15 11:00:00
265	7	1	2015-10-22 9:00:00
266	7	1	2015-10-22 11:00:00
267	8	1	2015-06-18 10:00:00
268	8	1	2015-06-18 12:00:00
269	8	1	2015-06-25 10:00:00
270	8	1	2015-06-25 12:00:00
271	8	1	2015-07-02 10:00:00
272	8	1	2015-07-02 12:00:00
273	8	1	2015-07-09 10:00:00
274	8	1	2015-07-09 12:00:00
275	8	1	2015-07-16 10:00:00
276	8	1	2015-07-16 12:00:00
277	8	1	2015-07-23 10:00:00
278	8	1	2015-07-23 12:00:00
279	8	1	2015-07-30 10:00:00
280	8	1	2015-07-30 12:00:00
281	8	1	2015-08-06 10:00:00
282	8	1	2015-08-06 12:00:00
283	8	1	2015-08-13 10:00:00
284	8	1	2015-08-13 12:00:00
285	8	1	2015-08-20 10:00:00
